site id,site name,location,operator,f1(MHz),pd1(W/m2),pd1(W/m2),pd1(W/m2),ic1(W/m2),f2(MHz),,pd2(W/m2),pd2(W/m2),ic2(W/m2)f3(MW/m2),f3(MHz),pd3(W/m2),pd3(W/m2),ic3(W/m2),  f4(MHz),pd4(W/m2),pd4(W/m2),ic4(W/m2),f5(MHz),pd5(W/m2),pd5(W/m2),ic5(W/m2),f6(MHz),pd6(W/m2),pd6(W/m2),ic6(W/m2),f7(MHz),pd7(W/m2),pd7(N/m2),ic7(W/m2),f8(MHz),pd8(W/m2),pd8(W/m2),ic8(W/m2),f9(MHz),pd9(W/m2),pd(W/m2),ic9(W/m2),f10(MHz),pd10(W/m2),pd(W/m2),1c10
891,0891LIKPE_MATE,LIKPEMAE,MTN,954.2,0.0001963,196.31,0.00019631,0.64,956.7,,0.0001575,157.49,0.57,957.02,0.000192,192.03,0.65,953.2,0.0000015,1.49,1.76,953.2,0.0004131,413.14,0.92,953.2,0.0005827,582.72,1.08,953.2,0.0004989,498.92,1.02,953.2,0.0007074,707.44,1.21,956.2,0.0000873,87.29,0.3,954.2,0.0001389,138.86,0.57
,Likpe,LIKPEMAE,AIRTEL,958.7,0.00003987,39.87,,0.29,954.2,,0.0000253,25.3,0.23,954.2,0.00002378,23.78,0.22,942.7,0.00002734,27.34,0.2,943.7,0.00001673,16.73,0.18,934.7,0.00000874,8.74,0.13,948.2,0.00001104,11.04,0.15,959.2,0.0000252,25.2,0.23,956.7,0.00000733,7.33,0.15,959.2,0.00001781,17.81,0.19
VR 3752,3752LOGBA,LOGBA,MTN,952.7,0.0009458,945.78,0.00094578,1.4,946.2,,0.0003215,321.48,0.81,982.2,0.0003746,374.61,0.89,982.2,0.0003482,348.15,0.87,945.2,0.0004669,466.91,1.02,952.2,0.0004863,486.3,0.97,952.7,0.0003411,341.06,0.84,826.6,0.0008266,826.6,1.32,952.7,0.0005875,587.45,1.2,952.7,0.0008655,865.53,1.08
VR 3752,3752LOGBA,LOGBA,MTN,952.7,0.0009458,945.78,0.00094578,1,946.2,,0.0003211,321.14,0.81,952.2,0.0003746,374.61,0.89,952.2,0.0003482,348.15,0.87,945.2,0.0004669,466.91,1.02,952.2,0.0004563,456.3,0.84,952.7,0.0005411,541.06,0.84,826.52,0.0008266,826.6,1.32,952.7,0.0005876,587.6,1.2,952.7,0.0005655,565.53,1.08
3765,3765LOLOBI_KMSI,LOLOBI KSI,MTN,948.2,0.00039,389.98,0.00038998,0.95,959.2,,0.0005225,522.5,1.13,956.2,0.0009797,979.7,1.45,956.2,0.0009989,998.9,1.44,958.7,0.0009698,969.79,1.48,984.3,0.0009882,988.24,1.62,981.49,0.0009841,984.14,1.33,955.7,0.000099,99.01,1.48,955.7,0.0009132,913.23,1.47,955.7,0.0008341,834.05,1.48
,3765LOLOBI_KMSI,LOLOBI KUMASI,MTN,948.2,0.00039,389.98,0.00038998,0.95,959.2,,0.0005225,522.5,1.13,956.2,0.0009797,979.7,1.45,956.2,0.0009982,998.2,1.44,958.7,0.0009698,969.79,1.48,954.3,0.0009852,985.24,1.62,981.49,0.0009841,984.14,1.33,955.7,0.000099,99.01,1.48,955.7,0.0009132,913.23,1.43,955.7,0.0008341,834.05,1.48
,NKONYA,NKONY,AIRTEL,952.7,0.00002068,20.68,,0.21,952.7,,0.00001688,16.88,0.2,952.7,0.00001974,19.74,0.23,943.7,0.00001194,11.94,0.95,952.7,0.00005597,55.97,0.38,952.7,0.00002934,29.34,0.27,952.7,0.00001718,17.18,0.2,952.7,0.000019,19,0.2,952.7,0.00004349,43.49,0.3,952.7,0.00001758,17.58,0.19
W137,1737NKONYA,NKONYA,MTN,957.7,0.0003339,333.9,0.0003339,0.83,957.7,,0.0004869,486.94,1.05,958.2,0.0004705,470.46,1.01,958.2,0.0002326,232.63,0.69,956.7,0.0003009,300.87,0.79,958.2,0.0002371,237.05,0.7,957.7,0.0001367,136.66,0.53,958.2,0.0003166,316.61,0.3,958.2,0.0003166,316.61,0.81,957.7,0.0002881,288.11,0.83
,NKONYA,NKONYA,AIRTEL,952.7,0.00002068,20.68,,0.21,952.7,,0.00001685,16.85,0.2,952.7,0.00001974,19.74,0.23,943.7,0.00001194,11.94,0.95,952.7,0.00005597,55.97,0.38,952.7,0.00002934,29.34,0.27,952.7,0.00001718,17.18,0.2,952.7,0.000019,19,0.2,952.7,0.00004349,43.49,0.3,952.7,0.00001758,17.58,0.19
,NKONYA_ASAKYIRE,NKONYA,VODAFONE,950.7,0.00032105,321.05,,0.82,845.2,,0.00023317,233.17,0.7,946.7,0.00034632,346.32,0.85,947.7,0.00052244,522.44,1.07,946.7,0.0007691,769.1,1.27,946.7,0.00015834,158.34,0.57,949.7,0.00008267,82.67,0.41,950.7,0.0000928,92.8,0.45,949.7,0.00008539,85.39,0.42,945.2,0.00027286,272.86,0.75
,3761NTEWUSAE,NTEWUSAE,MTN,958.7,0.0002251,225.1,0.0002251,0.68,954.7,,0.0002646,264.56,0.74,954.7,0.0002986,298.6,0.79,954.7,0.0002629,262.91,0.78,954.7,0.000327,326.96,0.82,958.7,0.0001809,180.87,0.63,953.7,0.0001456,145.61,0.58,958.7,0.0000858,85.83,0.42,958,0.000065,64.96,0.4,956.7,0.0001144,114.43,0.48
,3774NYIVE,NYIVE,MTN,958.2,0.000018,18.04,0.00001804,0.19,958.7,,0.0002048,204.8,0.65,957.7,0.0001748,174.82,0.6,958.7,0.0002,200,0.71,950.2,0.000231,230.95,0.65,955.7,0.0002185,218.49,0.67,955.7,0.0000609,60.86,0.35,956.7,0.0001031,103.13,0.46,957.2,0.0002446,244.55,0.71,953.2,0.0002044,204.4,0.67
,0889PAMPAWIE,PAMPANSE,MTN,956.2,0.0004006,400.584,0.000400584,0.94,956.2,,0.0001998,199.77,0.04,959.2,0.0001935,193.48,0.55,956.2,0.0001584,158.42,0.57,952.2,0.000197,196.95,0.64,959.2,0.0000015,1.53,0.05,986.9,0.0004369,436.94,0.97,956.2,0.0005301,530.11,1.23,956.7,0.0003161,316.12,0.84,952.2,0.0004018,401.82,0.92
,0889PAMPAWIE,PAMPANWIE,MTN,956.2,0.0004005,400.48,0.00040048,0.94,956.2,,0.0001998,199.77,0.04,959.2,0.0001935,193.48,0.55,956.2,0.0001584,158.42,0.57,952.2,0.000197,196.95,0.64,959.2,0.0000015,1.53,0.05,986.9,0.0004369,436.94,0.97,956.2,0.0005301,530.11,1.13,956.7,0.0003161,316.12,0.84,952.2,0.0004018,401.82,0.92
,3771PEKI_ADZOKOE,PEKI ADZOKOE,MTN,957.7,0.0003254,325.44,0.00032544,0.82,956.2,,0.0004612,461.15,0.98,955.7,0.0003879,387.88,0.89,957.7,0.0003969,396.85,0.94,955.7,0.0003759,375.93,0.88,957.7,0.0004126,412.61,0.92,956.6,0.0006903,690.27,1.21,958.2,0.0004997,499.73,1.07,956.2,0.0004206,420.58,0.93,953.7,0.0002491,249.06,0.72
,4762PEKI_AWUDOM,PEKI AWODOME,MTN,956.7,0.0000054,5.36,0.00000536,0.11,955.7,,0.0000079,7.85,0.12,955.7,0.0000083,8.34,0.13,958.7,0.00035,349.96,0.85,958.2,0.0004786,478.64,1,957.7,0.0001246,124.6,0.51,958.2,0.0002278,227.78,0.68,956.2,0.0001464,146.39,0.55,957.7,0.0002147,214.73,0.66,958.2,0.0001644,164.38,0.6
6576,SOKODE_ANDO,SAKODE,VODAFON/AIRTEL,954.7,0.00002112,21.12,,0.21,954.7,,0.00002641,26.41,0.23,954.7,0.00004146,41.46,0.29,954.2,0.00003485,34.85,0.27,988.7,0.00010213,102.13,0.88,989.2,0.0000867,86.7,0.43,946.7,0.0000867,86.7,0.43,946.7,0.00001935,19.35,0.2,946.7,0.0000281,28.1,0.25,984.2,0.00007855,78.55,0.41
,SROE,SOE,AIRTEL,955.2,0.00006754,67.54,,0.38,955.2,,0.00013189,131.89,0.53,956.7,0.00013515,135.15,0.54,957.7,0.00001735,17.35,0.19,955.2,0.0000505,50.5,0.32,952.2,0.00008658,86.58,0.43,955.2,0.00005632,56.32,0.37,955.3,0.00009911,99.11,0.46,954.2,0.00009217,92.17,0.46,985.2,0.00010715,107.15,0.42
,Sogakofe,SOGAKOPE,AIRTEL,946.7,0.00001638,16.38,,0.18,946.7,,0.00002544,25.44,0.23,946.7,0.00005397,53.97,0.33,946.7,0.00003305,33.05,0.26,946.7,0.00002227,22.27,0.22,946.7,0.00001402,14.02,0.17,946.7,0.0000156,15.6,0.18,946.7,0.00001539,15.39,0.18,946.7,0.00003153,31.53,0.25,946.7,0.00003393,33.93,0.26
,3746SOKODE,SOKODE,MTN,958.7,0.0000272,27.2,0.0000272,0.22,958.7,,0.0001103,110.3,0.47,958.7,0.0001218,121.79,0.51,955.2,0.0000933,93.27,0.46,955.2,0.0003104,310.42,0.8,959.2,0.0004721,472.07,0.99,955.2,0.000126,126,1.62,955.2,0.0005628,562.75,1.08,959.2,0.0000027,2.65,2.1,957.2,0.0000013,1.28,1.63
,3746SOKODE,SOKODE,MTN,958.7,0.0000272,27.2,0.0000272,0.22,958.7,,0.0001103,110.3,0.47,958.7,0.0001218,121.79,0.51,955.2,0.0000933,93.27,0.46,955.2,0.0003104,310.42,0.8,959.2,0.0004721,472.07,0.99,958.2,0.0000013,1.26,1.62,955.2,0.0005628,562.75,1.08,957.2,0.0000021,2.05,2.1,957.2,0.0000013,1.28,1.63
,SOKODE,SOKODE,AIRTEL,954.7,0.00002112,21.12,,0.12,954.2,,0.00001735,17.35,0.21,954.7,0.00002641,26.41,0.23,954.7,0.00004146,41.46,0.29,954.2,0.00003455,34.55,0.27,958.7,0.00010213,102.13,0.58,989.5,0.0000867,86.7,0.43,946.7,0.00001935,19.35,0.2,946.7,0.0000281,28.1,0.25,954.7,0.00007855,78.55,0.41
,1706SROE,SROE,MTN,955.2,0.000126,126.01,0.00012601,0.51,959.2,,0.00009,89.97,0.93,959.2,0.0000997,99.68,0.45,959.2,0.0000911,91.12,0.44,955.2,0.000141,141,0.56,955.2,0.0001276,127.64,0.51,955.2,0.0000893,89.28,0.43,956.2,0.0000387,38.74,0.3,957.7,0.0000276,27.59,0.23,956.7,0.000043,43,0.29
VR1706,1706SROE,SROE,MTN,955.2,0.000126,126.01,0.00012601,0.51,959.2,,0.00009,89.97,0.93,959.2,0.0000997,99.68,0.45,959.2,0.0000911,91.12,0.44,955.2,0.000141,141,0.56,955.2,0.0001276,127.64,0.51,955.2,0.0000893,89.28,0.43,956.2,0.0000387,38.74,0.3,957.7,0.0000276,27.59,0.23,956.7,0.000043,43,0.29
,2711TADZEWU,TADZEWU,MTN,957.7,0.0000011,1.08,0.00000108,0.04,957.7,,0.0002454,245.41,0.03,957.7,0.0008624,862.44,0.04,957.7,0.0009183,918.27,0.04,957.7,0.0006616,661.58,0.03,957.7,0.0006798,679.82,0.03,957.7,0.000715,715.04,0.03,953.7,0.0005045,504.46,0.03,958.7,0.0006714,671.39,0.03,957.7,0.0000011,1.06,0.04
,TADZEWU,TADZEWU,EXPRESSO,940.2,0.0003202,320.2,,0,940.2,,0.00003229,32.29,0,940.2,0.00004511,45.11,0,945.7,0.00004441,44.41,0,940.2,0.00004405,44.05,0,940.2,0.0000419,41.9,0,940.2,0.00004274,42.74,0,949.7,0.0000063,6.3,0,940.2,0.00003901,39.01,0,940.2,0.00001024,10.24,0
,1747TANYIGBE,TANIGBE,MTN,957.2,0.0005442,544.22,0.00054422,1.2,957.2,,0.0004006,400.59,0.91,957.2,0.0002729,272.93,0.71,956.7,0.0003654,365.43,0.87,959.2,0.0009162,916.21,1.39,955.7,0.0008473,847.28,1.32,958.2,0.0005247,524.65,1.04,956.2,0.0004191,419.09,0.93,957.7,0.0000547,54.71,0.33,957.7,0.0003574,357.4,0.86
,1747TANYIGBE,TANYIGBE,MTN,957.2,0.0005442,544.22,0.00054422,1.2,957.2,,0.0004106,410.59,0.91,957.2,0.0002729,272.93,0.76,956.7,0.0003654,365.43,0.87,959.2,0.0009162,916.21,1.39,958.7,0.0008473,847.28,1.32,958.2,0.0005247,524.68,1.04,986.2,0.0004191,419.09,0.93,957.7,0.0000547,54.71,0.33,957.7,0.0003574,357.4,0.86
,TEPO_NTUMDA,TEPO NTUMDA,VODAFONE,879.4,0.00003272,32.72,,0,888.05,,0.00002581,25.81,0,887.3,0.00002965,29.65,0,885.1,0.00003102,31.02,0,877.9,0.00007481,74.81,0,897.7,0.00002572,25.72,0,879.7,0.00003802,38.02,0,879.7,0.00002969,29.69,0,885.1,0.00003203,32.03,0,878.3,0.0000768,76.8,0
,4784TETEMA,TETEMA,MTN,100.9,0.0001741,174.1,0.0001741,0.01,100.81,,0.0000983,98.33,0.01,101.8,0.0000752,75.19,0.01,111.1,0.000339,338.97,0.02,111.1,0.0000053,5.31,0.02,102.9,0.000016,16.02,27.81,102.2,0.0000328,32.83,3.28,100.3,0.0000052,5.2,6.26,100.1,0.0000046,4.55,67.89,101.8,0.0000056,5.55,55.57
,4784TETEMA,TETEMA,MTN,100.9,0.0001741,174.1,0.0001741,0.01,100.81,,0.0000983,98.33,0.01,101.8,0.0000752,75.19,0.01,11.1,0.000336,335.97,0.02,111.1,0.0000053,5.31,0.02,101.9,0.000016,16.02,27.81,102,0.0000328,32.83,3.28,100.1,0.0000049,4.85,67.89,100.1,0.0000049,4.85,67.89,101.85,0.0000056,5.55,5.57
VOB 6544,TETEMAN,TETEMA,VODAFONE,959.2,0.00002564,25.64,,0,959.2,,0.00002171,21.71,0,953.2,0.00000455,4.55,0,939.7,0.00001182,11.82,0,939.7,0.00001918,19.18,0,939.7,0.00001871,18.71,0,939.7,0.00001428,14.28,0,939.7,0.00000963,9.63,0,939.7,0.00000906,9.06,0,958.2,0.00001291,12.91,0
,Teteman,TETEMA,AIRTEL,951.6,0.00094578,945.78,,1.4,945.1,,0.00032249,322.49,0.82,951.1,0.00037862,378.62,0.9,953.3,0.00034916,349.16,0.88,946.3,0.00046792,467.92,1.03,952.3,0.00045735,457.35,0.98,952.8,0.00054207,542.07,0.85,952.8,0.00082763,827.63,1.33,952.8,0.00058745,587.45,1.1,952.8,0.00086854,868.54,1.09
2800,2800TOMEGBE,TOMEGBE,MTN,956.7,0.0000024,2.43,0.00000243,0.07,958.7,,0.0000013,1.29,0.05,959.2,0.0000015,1.48,0.05,958.2,0.0000014,1.37,0.05,957.7,0.0000017,1.72,0.05,959.2,0.0000025,2.52,0.07,958.7,0.0000041,4.08,0.1,953.7,0.0000032,3.2,0.08,956.7,0.0000027,2.69,0.07,953.7,0.0000017,1.73,0.06
3767,3767TSREPE,TREPE,MTN,959.2,0.0000265,26.54,0.00002654,0.23,957.7,,0.0000052,5.21,0.1,959.2,0.0000091,9.13,0.13,958.7,0.0000021,2.14,0.06,958.7,0.000001,1.01,0.04,958.7,0.0000043,4.3,0.09,958.2,0.0000132,13.21,0.16,958.7,0.000002,1.98,0.06,958.7,0.0000025,2.52,0.07,958.2,0.0000015,1.48,0.05
VR 3753,3753VAKPO,VAKPO  ,MTN,955.7,0.0005593,559.27,0.00055927,1.39,952.7,,0.0000015,1.54,1.79,958.2,0.0006655,665.52,1.17,952.7,0.0003758,375.77,0.96,958.7,0.0006342,634.16,1.23,935.2,0.0001895,189.54,0.62,988.2,0.0002318,231.8,0.75,953.2,0.0008808,880.82,1.35,953.2,0.0003892,389.23,1.09,954.2,0.0005072,507.16,1.02
4763,4763VAKPO_2,VAKPO 2,MTN,958.2,0.0008661,866.12,0.00086612,1.34,957.7,,0.0008516,851.59,1.33,958.2,0.0000011,1.13,1.53,958.2,0.000487,486.98,1,958.2,0.0005894,589.37,1.14,958.2,0.0007983,798.32,1.29,958.2,0.0009008,900.8,1.37,958.2,0.0000011,1.13,1.54,959.2,0.0006511,651.08,1.16,959.2,0.0005413,541.28,1.08
,VODOME,VODOME,MTN,957.2,0.0008128,812.79,0.00081279,1.3,953.7,,0.0004975,497.54,1.3,957.2,0.0004829,482.89,1,959.2,0.0007655,765.51,1.26,959.2,0.0005051,505.13,1.05,958.7,0.0007574,757.35,1.25,958.7,0.0008682,868.18,1.34,955.7,0.0006957,695.65,1.2,956.7,0.0003213,321.34,0.81,951.2,0.0006873,687.28,1.19
708,0708JASIKAN,Volta,MTN,951.4,0.000273,273,0.000273,0.06,935.1,,0.000271,271,0.05,952.7,0.000301,301,0.32,957.3,0.000472,472,0.57,953.1,0.0001812,181.2,0.83,953.1,0.0001981,198.1,0.85,,0,0,,,0,0,,,0,0,,,0,0,
,0713NKWANTA_VR,Volta,MTN,956.4,0.0001705,170.45,0.00017045,0.46,956.2,,0.0001299,129.91,0.21,958.7,0.0001762,176.15,0.59,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,0782DODZE,Volta,MTN,957.2,0.0002609,260.91,0.00026091,0.22,957.2,,0.0002087,208.74,0.64,958.2,0.0002577,257.73,0.71,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,0854KPASSAH,Volta,MTN,954.7,0.0004125,412.47,0.00041247,0.92,954.7,,0.0005672,567.17,1.08,947.2,0.0005097,509.69,4.03,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,1729KPEDZE,Volta,mtn/Airtel,954.2,0.00025173,251.73,,0.73,954.2,,0.00019258,192.58,0.47,959.2,0.00010761,107.61,0.47,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,
1137,1737NKONYA,Volta,MTN,957.7,0.0003339,333.9,0.0003339,0.8,957.7,,0.0004869,486.94,1.08,958.2,0.0004704,470.4,1.01,956.7,0.0003009,300.87,0.79,958.2,0.0000582,58.2,237.05,957.7,0.0001367,136.66,1.065,,0.0009582,958.2,44.83,,0,0,,,0,0,,,0,0,
,2704NKWANTA_VR2,Volta,MTN,939.2,0.0002264,226.36,0.00022636,0.66,939.2,,0.0002689,268.93,0.76,957.2,0.0001929,192.92,0.63,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,2709SIBI_HILL,Volta,MTN,952.7,0.0000379,37.92,0.00003792,0.28,952.7,,0.000047,46.95,0.31,958.7,0.0000499,49.89,0.32,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,3759WUMENU,Volta,MTN,947.2,0.0000575,57.48,0.00005748,0.4,952.2,,0.000031,31.03,0.29,940.2,0.0000525,52.53,0.34,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,3762BONAKYE,Volta,MTN,936.2,0.0000025,2.53,0.00000253,2.29,947.2,,0.0000029,2.89,2.45,954.2,0.0000015,1.51,1.95,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,3785DZOLO,Volta,MTN,958.7,0.000006,6.02,0.00000602,0.11,957.7,,0.0000091,9.1,0.13,958.2,0.0000118,11.75,0.15,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,3860HO_AWATDOME,Volta,MTN,958.7,0.0006249,624.92,0.00062492,1.13,959.2,,0.0002942,294.2,0.78,957.7,0.0006986,698.55,1.2,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,Anloga,Volta,airtel,956.2,0.00011343,113.43,,0.49,958.2,,0.00017993,179.93,0.61,957.7,0.00004465,44.65,0.3,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,
,Dzolo ,Volta,VODAFONE,956.7,0.00019356,193.56,,0.02,958.7,,0.00036697,366.97,0.03,950.7,0.00025371,253.71,0.02,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,
,Mafi Kumase,Volta,Tigo,958.7,0.00002037,20.37,,0.21,954.2,,0.00001662,16.62,0.32,956.7,0.00004986,49.86,0.32,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,
,Trope,Volta,MTN,959.2,0.0000265,26.54,0.00002654,0.23,958.7,,0.0000052,5.21,0.1,959.2,0.0000091,9.13,0.13,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,
,VAKPO,Volta,VODAFONE,945.7,0.00004799,47.99,,0.32,947.7,,0.00004259,42.59,0.3,948.7,0.00003427,34.27,0.27,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,
,Worawora,Volta,tigo,946.2,0.00034926,349.26,,0.85,946.2,,0.00040106,401.06,0.98,939.2,0.0003193,319.3,0.85,939.2,0.00018512,185.12,0.62,945.7,0.00004232,42.32,0.29,951.3,0.00008362,83.62,0.4,,,,,,,,,,,,,,,,
,2806WAYA,WAYA,MTN,954.2,0.0001022,102.23,0.00010223,0.01,956.2,,0.0006658,665.77,0.04,957.2,0.0000022,2.16,0.07,952.2,0.0002239,223.94,0.68,954.2,0.0002202,220.22,0.8,954.2,0.000081,81,0.41,954.7,0.0000112,11.22,0.18,954.7,0.000123,122.96,0.5,958.2,0.0000808,80.79,0.41,956.2,0.0000274,27.41,0.23
,3754WEGBE,WEGBE,MTN,958.2,0.000501,501.01,0.00050101,1.02,958.2,,0.0001042,104.24,0.17,955.7,0.0000197,19.71,0.2,958.2,0.0000177,17.71,0.19,955.7,0.0000091,9.05,0.13,955.7,0.0000118,11.78,0.15,956.2,0.0000124,12.36,0.16,956.2,0.0000201,20.11,0.2,956.2,0.000017,16.95,0.19,958.2,0.0000205,20.53,0.2
,3754WEGBE,WEGE,MTN,958.2,0.000501,501.01,0.00050101,1.02,958.2,,0.0001042,104.24,0.17,955.7,0.0000197,19.71,0.2,958.2,0.0000177,17.71,0.19,955.7,0.0000091,9.05,0.13,955.7,0.0000118,11.78,0.15,956.2,0.0000124,12.36,0.16,956.2,0.0000201,20.11,0.2,956.2,0.000017,16.95,0.19,958.2,0.0000205,20.53,0.2
,0851WOE,WOE,MTN,958.2,0.0008291,829.06,0.00082906,1.31,958.2,,0.0000015,1.51,1.77,953.2,0.0007768,776.8,1.27,958.2,0.0007899,789.85,1.28,956.71,0.0000072,7.18,1.56,956.7,0.0000011,1.14,1.54,959.2,0.0007607,760.72,1.31,953.7,0.0002974,297.35,0.78,958.7,0.0008441,844.08,1.32,958.7,0.0008024,802.4,1.3
VOB6583,WOE,WOE,VODAFONE,953.2,0.00003269,32.69,,0.26,953.2,,0.00000426,4.26,0.1,953.2,0.0000045,4.5,0.09,453.2,0.0000192,19.2,0.2,953.2,0.00000949,9.49,0.14,953.2,0.00000964,9.64,0.14,940.2,0.00001574,15.74,0.18,953.2,0.00002115,21.15,0.21,953.2,0.00003098,30.98,0.25,953.2,0.00000319,3.19,0.08
852,0852ZIOPE,ZIOPE,MTN,945.8,0.0008138,813.75,0.00081375,1.03,951.9,,0.0005596,559.6,1.18,951.9,0.0000239,23.94,0.27,955.8,0.000389,388.95,0.9,952.2,0.0000508,50.77,0.32,952.2,0.0000452,45.15,0.3,953.7,0.0000417,41.7,0.48,957.2,0.0000962,96.22,0.44,951.2,0.0000347,34.7,0.26,951.2,0.0000849,84.89,0.22
,0852ZIOPE,ZIOPE,MTN,945.8,0.0005138,513.75,0.00051375,103,951.9,,0.0005597,559.66,1.18,951.9,0.0000239,23.94,0.22,955.8,0.000389,388.95,0.9,952.2,0.0000508,50.77,0.32,952.2,0.0000452,45.15,0.3,953.7,0.0000417,41.7,0.48,957.2,0.0000962,96.22,0.44,952.2,0.0000347,34.7,0.26,952.2,0.0000849,84.89,0.42
,ZIOPE,ZIOPE,TIGO,945.7,0.0000043,4.3,,0.09,947.2,,0.00000375,3.75,3.08,945.7,0.00005365,53.65,0.01,945.7,0.00010563,105.63,0.01,952.2,0.00016366,163.66,0.01,953.7,0.00015531,155.31,0.01,951.2,0.00009536,95.36,0.01,945.7,0.0000486,48.6,0.049,948.7,0.00003709,37.09,0.01,945.7,0.00001738,17.38,0.19
,ZIOPE,ZIOPE,VODAFONE,991.7,0.00006395,63.95,,0.01,931.2,,0.000043,43,0.3,931.7,0.00005519,55.19,0.34,945.7,0.000117,117,0.49,945.7,0.00008178,81.78,0.41,932.7,0.00003163,31.63,0.27,930.7,0.00002464,24.64,0.22,932.7,0.00005305,53.05,0.34,932.7,0.00002956,29.56,0.26,931.2,0.00005822,58.22,0.34
,ZIOPE,ZIOPE,VODAFONE,991.7,0.00006395,63.95,,0.01,931.2,,0.000043,43,0.3,931.7,0.00005519,55.19,0.34,945.7,0.000117,117,0.49,945.7,0.00000878,8.78,0.41,937.7,0.00003163,31.63,0.27,930.7,0.00002464,24.64,0.22,932.7,0.00005305,53.05,0.38,932.7,0.00002956,29.56,0.26,931.2,0.00005822,58.22,0.34
,ACHITEFE,ZIPOE,VODAFON/AIRTEL,950.2,0.00006927,69.27,,0.38,958.2,,0.00001965,19.65,0.2,950.2,0.00002884,28.84,0.25,945.7,0.0000447,44.7,0.8,943.7,0.0000507,50.7,0.33,954.2,0.00003465,34.65,0.27,954.2,0.00009359,93.59,0.45,953.7,0.00005558,55.58,0.33,950.2,0.00006395,63.95,0.36,943.7,0.00006378,63.78,0.36
,Ziope,ZIPOE,TIGO,945.7,0.0000043,4.3,,0.09,947.2,,0.00000375,3.75,3.08,945.7,0.00005365,53.65,0.01,945.7,0.00010563,105.63,0.01,952.2,0.00016366,163.66,0.01,953.7,0.00015531,155.31,0.01,951.2,0.00009536,95.36,0.01,945.7,0.0000486,48.6,0.49,948.7,0.00003709,37.09,0.01,945.7,0.00001738,17.38,0.19
